adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
FALSE,35,425700,it,Un Natale al Sud,"Peppino, a policeman from Milan, and Ambrose, a florist Naples, along with beloved wives Bianca and Celeste, celebrating Christmas in the same resort town. It is during these festivals that sets of parents discover that their children, Richard and Simon, are engaged with two peers: Giulia and Ludovica. All very nice except that the four lovers have never met live! Determined to put an end to this practice of ""virtual love"", that just can not understand, Peppino and Ambrose manage to participate in the annual event of user boys haunt of ""Cupid 2.0"" app for meetings that saw blossoming love between young people. But to make the plan will involve parents too! The event turns out to be a hellish pit where among former users virtual hunting for real love, a fashion blogger infatuated and web influencers complexed, the two couples lose the compass cripple their marriages and the stories of the children. But we are so confident that the love stories of the past were more true than 2.0 today?",4.969,12/1/16,Un Natale al Sud,FALSE,4.8,203
FALSE,"c(35, 10749)",470211,fr,Ami-Ami,Vincent and Nefeli just moved in together. They're best friends and swore to never fall in love again. That is until Vincent meets Julie.,4.967,1/17/18,(Girl)Friend,FALSE,5.6,159
FALSE,35,419499,it,Che vuoi che sia,A young man challenges the web to offer money for a sex tape of him and his girlfriend to finance his work and finally be able to afford having a child. Is it really wrong to sell our own intimacy in order to be able to afford making our dreams come true?,4.964,11/9/16,Che vuoi che sia,FALSE,6.3,238
FALSE,"c(28, 878)",375108,ru,<U+041C><U+0430><U+0444><U+0438><U+044F>: <U+0418><U+0433><U+0440><U+0430> <U+043D><U+0430> <U+0432><U+044B><U+0436><U+0438><U+0432><U+0430><U+043D><U+0438><U+0435>,A twist on the classic game of Mafia. 12 competitors take part in a game of life and death where the innocent must take out the Mafia in order to win the cash prize. Those that are voted out must face their biggest fears in a computer simulation.,4.964,1/7/16,Mafia: Survival Game,FALSE,4.6,74
FALSE,"c(18, 53)",352179,en,Septembers of Shiraz,"In this adaptation of the critically acclaimed debut novel by Iranian American author Dalia Sofer, a secular Jewish family is caught up in the maelstrom of the 1979 Iranian Revolution.",4.961,9/15/15,Septembers of Shiraz,FALSE,5.8,72
FALSE,"c(878, 27)",341886,en,June,"June is different from all other nine-year old girls.  She is an orphan hiding a secret.  Bad things happen when she gets upset, supernatural things.  June has been in many foster homes usually leaving them destroyed.  But this time it will be different.  June has a new foster home and she really likes her new parents.  She will have to face the force within her to protect her new parents and to save herself.",4.96,8/1/15,June,FALSE,3.9,45
FALSE,18,348765,it,Alaska,"Nadine is a French young woman. Fausto is an Italian young man trying to make it in Paris as a restaurant waiter. They accidentally meet at a five-star hotel. Both are fragile, alone and obsessed with the idea of an unattainable happiness. Their intense love is challenged by their own individual ambition and desperation.",4.957,11/5/15,Alaska,FALSE,6.8,262
FALSE,18,483347,en,Little Women,"A modern retelling of Louisa May Alcott's classic novel, we follow the lives of four sisters - Meg, Jo, Beth, and Amy March - detailing their passage from childhood to womanhood. Despite harsh times, they cling to optimism, and as they mature, they face blossoming ambitions and relationships, as well as tragedy, while maintaining their unbreakable bond as sisters.",4.956,9/28/18,Little Women,FALSE,6.6,29
FALSE,"c(28, 35, 10749)",456565,hi,<U+091C><U+0941><U+0921><U+093C><U+0935><U+093E> 2,"Separated at birth and peculiarly connected via their reflexes, twins Prem and Raja are reunited with each other as they set out to take down the underground smuggling world.",4.956,9/29/17,Judwaa 2,FALSE,5.7,79
FALSE,"c(27, 53)",516784,en,The Toybox,"An estranged family take a trip to the desert in their used RV and become stranded and isolated in the scorching terrain. They soon learn their RV holds terrible, haunting secrets, and it starts killing them off one by one.",4.955,9/14/18,The Toybox,FALSE,3.9,66
FALSE,"c(9648, 10770, 80, 18)",494466,en,Last Scene Alive: An Aurora Teagarden Mystery,"There is excitement in the air when a Hollywood crew comes to Lawrenceton to film a movie about the town’s sleuthy librarian, Aurora Teagarden. However, when the film’s leading lady is found murdered in her dressing room, Aurora enlists her Real Murders Club members to help gather clues. At the same time, she experiences mounting concern that Aida is becoming attracted to the film’s director who, like everyone else working on the set that day, is considered a suspect. And this time around Martin is especially worried about Aurora’s safety after learning that the film’s screenwriter, who has a romantic history with her, emerges as the prime suspect.",4.953,1/7/18,Last Scene Alive: An Aurora Teagarden Mystery,FALSE,7.5,42
FALSE,18,358807,en,The Fits,"Toni, a tomboyish boxer, lands a spot on an after-school drill team in the West End community of Cincinnati. She eagerly absorbs routines, masters drills, and even pierces her own ears to fit in. It’s the joy of her first friendships and her discovery of dance. Shortly after Toni joins the team, most of the girls on the team suffer from episodes of fainting, swooning, and shaking in a seemingly uncontrollable catharsis. Nobody can explain the mysterious outbreak. These fits soon transform into a rite of passage as the trauma draws the other girls closer together. Caught between her need for control and her desire for acceptance, Toni must decide how far she will go to embody her new ideals.",4.952,1/22/16,The Fits,FALSE,6.5,89
FALSE,"c(12, 28, 18)",376565,ru,<U+0414><U+0443><U+044D><U+043B><U+044F><U+043D><U+0442>,"Returning to Saint Petersburg after a long exile, the dashing Yakovlev, a retired army officer, makes a comfortable living by winning other people's duels. An enigmatic, focused, and extremely skilled professional, he leaves a trail of dead bodies behind him as he swirls through polite society, frequently called upon to wield a pistol as a surrogate in duels at dawn. But when Yakovlev meets the naïve young Prince Tuchov and his beautiful sister, Princess Martha, the normally cold-hearted mercenary is surprised by hitherto undetected emotions. What transpires uncovers a series of revelations about his past and his present self.",4.947,9/29/16,The Duelist,FALSE,6.4,67
FALSE,"c(28, 35, 10751, 12)",565839,en,Bernie the Dolphin,"A brother and sister who befriend a badly sunburned dolphin separated from his family and uncover a secret plan that could destroy the beach and their new friend's home. The kids must devise a clever plan to stop the bad guys, protect the sea life, and, most importantly, save their best friend, Bernie.",4.943,12/7/18,Bernie the Dolphin,FALSE,6.2,19
FALSE,"c(18, 10749, 53)",462183,es,Salvaje despertar,"Toni and Emma are brother and sister who owns a stable farm. Ramon and his son, Aaron works for them. Toni is openly gay and loves to party, Emma has a crush on Aaron who is a closeted gay who is afraid that his father might find out, but his father also has a secret.",4.942,10/23/16,Wild Awakening,FALSE,6.3,12
FALSE,"c(35, 10749)",461438,tl,Can We Still Be Friends?,"Digs a no fuss, no frills kind of guy and idealistic achiever Sam who are friends turned lovers turned exes. Their relationship as a couple lasted for almost eight years until they both decided on an amicable breakup.",4.939,6/14/17,Can We Still Be Friends?,FALSE,6.2,175
FALSE,35,437294,es,"Thi Mai, rumbo a Vietnam","After losing her daughter in an accident, Carmen loses all incentive to keep going, until she receives an unexpected letter from the adoption agency: her daughter was finally granted the Vietnamese girl she had asked for adoption and whose name is Thi Mai.",4.939,1/12/18,Thi Mai,FALSE,6.2,132
FALSE,"c(35, 18)",454033,en,Swinging Safari,"1975: A 200-ton blue whale gets washed up on a local beach and the kids think it’s the biggest thing that’s ever happened in Australia. Behind closed doors, the Mums and Dads of a quiet suburban street are going to celebrate in their own special way, by joining the sexual revolution and throwing a wife-swapping key party.  And like the rotting whale, it’s all about to go spectacularly wrong.",4.933,1/18/18,Swinging Safari,FALSE,5.2,35
FALSE,"c(10749, 10770)",553798,en,Christmas on Honeysuckle Lane,"Emma Reynolds returns to Oliver's Well to celebrate Christmas for the last time with her siblings in the home they grew up in. After their parents recently passed, the siblings reluctantly agree to sell the family home on Honeysuckle Lane after the New Year, leaving Emma in charge of its belongings. While antiques expert Morgan Shelby appraises Emma's mother's collection, they find a hidden surprise in an antique desk that takes them on a journey to discover the power of love and family during the holidays.",4.932,11/24/18,Christmas on Honeysuckle Lane,FALSE,6.5,25
FALSE,"c(18, 53)",252164,en,Pressure,Four divers are stuck deep underwater in a vessel after a freak storm destroys their ship. Will they survive?,4.932,6/4/15,Pressure,FALSE,5.7,183
FALSE,"c(35, 18)",369245,it,La felicità è un sistema complesso,"Enrico Giusti works for a big corporation: his job is to save dying companies by persuading young scions to sell. However, his latest assignment is proving more difficult than anticipated, since it concerns two teens whose parents just died in a car accident.",4.931,11/26/15,The Complexity of Happiness,FALSE,5.9,84
FALSE,35,309298,en,Don Verdean,Biblical archaeologist Don Verdean is hired by a local church pastor to find faith-promoting relics in the Holy Land. But after a fruitless expedition he is forced to get creative in this comedy of faith and fraud.,4.927,12/1/15,Don Verdean,FALSE,4.6,91
FALSE,35,488971,en,You Can't Fight Christmas,"Christmas designer Leslie Major (Brely Evans) is the biggest fan of Christmas ever. She is like a tidal wave of Yuletide cheer. Her biggest job every year is decorating the lobby of the famed Chesterton Hotel. As she is on a ladder decorating the tree, she falls into the arms of Edmund James (Andra Fuller) - the grandson of the owner JJ James. Edmund is all business and thinks Christmas is superficial and frivolous.",4.924,11/1/17,You Can't Fight Christmas,FALSE,5.6,29
FALSE,"c(10749, 35, 10770)",377428,en,All Things Valentine,"Avery, a blogger with a string of disappointing Valentine’s Days, is ready to give up on love when she meets handsome veterinarian Brenden. When Avery finds out Brenden blames his recent break up on her blog and is the one leaving her angry comments, she begins to question whether the bond they’ve began to build is a true love story or yesterday’s news.",4.924,1/31/16,All Things Valentine,FALSE,6.3,41
FALSE,"c(35, 18)",331161,en,See You In Valhalla,"After the bizarre death of her brother, Johana Burwood must return home after four years, to face her strange siblings, her out of touch father and her very touchy past.",4.924,4/24/15,See You In Valhalla,FALSE,5.4,52
